[1] ADD,kHMjwfSx2P,63511.53 
[5430] QUOTE,L3qfH51ukK,MFG 
[5431] CANCEL_SET_BUY,13VC8b11Q6,VQZ 
[5432] CANCEL_SET_SELL,qkUYmnHXvb,LPF 
[5433] SET_SELL_TRIGGER,jK70t6xffU,HGW,167.45 
[5434] BUY,JPE6oMVt1b,SRN,516.86 
[5435] CANCEL_BUY,YIgPFTE1M7 
[5436] ADD,e6Ql5cbsux,57427.18 
[5437] SET_BUY_TRIGGER,uspV5YXJSf,YYX,88.75 
[5438] ADD,13VC8b11Q6,73860.18 
[5439] SELL,CvCH8jPh2i,WXZ,432.99 
[5440] BUY,CxzX2w8DmS,SRN,426.65 
[5441] BUY,IkWXoni8ti,SBK,598.68 
[5442] QUOTE,BDty3gMxBy,XYR 
[5443] COMMIT_SELL,ItaC6MIk2c 
[5444] CANCEL_SELL,yAAurFarHT 
[5445] COMMIT_BUY,JPE6oMVt1b 
[5446] SELL,Js6LySzcEQ,BMJ,230.98 
[5447] QUOTE,Z14JubX5Uv,JNP 
[5448] QUOTE,YET2WF8iGL,HZQ 
[5449] CANCEL_SET_BUY,mMQlpMeOfD,DUW 
[5450] COMMIT_SELL,BxWlges22v 
[5451] BUY,PDwyOp2gzv,WBS,83.22 
[5452] SET_SELL_AMOUNT,pz8HIUVPXH,JBQ,22.81 
[5453] QUOTE,e6Ql5cbsux,YUI 
[5454] DISPLAY_SUMMARY,13VC8b11Q6 
[5455] DISPLAY_SUMMARY,zVGmOyE2TY 
[5456] SELL,mMQlpMeOfD,BMJ,101.93 
[5457] COMMIT_SELL,Js6LySzcEQ 
[5458] CANCEL_BUY,LHA4yFlv3r 
[5459] BUY,E5CusuUGY3,GGV,216.92 
[5460] COMMIT_BUY,QPKBykFnxr 
[5461] SELL,kHMjwfSx2P,RPN,433.11 
[5462] QUOTE,uspV5YXJSf,ZJI 
[5463] CANCEL_SET_BUY,mZFoN64osd,CNC 
[5464] ADD,Js6LySzcEQ,67242.49 
[5465] BUY,pTZZjie7eX,BFA,320.58 
[5466] CANCEL_SET_BUY,qoExOgAPyd,JLX 
[5467] COMMIT_SELL,13VC8b11Q6 
[5468] SET_BUY_TRIGGER,wMcCWGxtZb,TFP,134.25 
[5469] CANCEL_BUY,CxzX2w8DmS 
[5470] BUY,TMxB3eAn63,ZFP,552.41 
[5471] COMMIT_BUY,pTZZjie7eX 
[5472] DISPLAY_SUMMARY,zVGmOyE2TY 
[5473] CANCEL_BUY,pTZZjie7eX 
[5474] CANCEL_SET_SELL,7nGIkyoUrD,GGR 
[5475] QUOTE,mZFoN64osd,NQP 
[5476] COMMIT_BUY,LHA4yFlv3r 
[5477] CANCEL_SELL,qkUYmnHXvb 
[5478] CANCEL_SELL,JPE6oMVt1b 
[5479] DISPLAY_SUMMARY,izXvHOmJ6Y 
[5480] QUOTE,7nGIkyoUrD,ODH 
[5481] COMMIT_SELL,kHMjwfSx2P 
[5482] BUY,Js6LySzcEQ,PZL,594.55 
[5483] CANCEL_SELL,zVGmOyE2TY 
[5484] BUY,YET2WF8iGL,MAP,478.25 
[5485] DISPLAY_SUMMARY,Z14JubX5Uv 
[5486] SET_SELL_TRIGGER,h0Ib8LzTs9,PZV,61.02 
[5487] SELL,E5CusuUGY3,XTF,265.74 
[5488] COMMIT_BUY,pTZZjie7eX 
[5489] COMMIT_SELL,YET2WF8iGL 
[5490] SELL,RtgbNlNQ82,RPN,731.13 
[5491] COMMIT_SELL,qkUYmnHXvb 
[5492] COMMIT_SELL,QPKBykFnxr 
[5493] QUOTE,ItaC6MIk2c,ACY 
[5494] COMMIT_BUY,IkWXoni8ti 
[5495] SET_SELL_AMOUNT,E9DHfAjHfd,XTF,627.95 
[5496] CANCEL_SET_SELL,L3qfH51ukK,VVL 
[5497] SELL,LHA4yFlv3r,BMJ,295.53 
[5498] SELL,13VC8b11Q6,TNV,356.19 
[5499] COMMIT_SELL,LHA4yFlv3r 
[5500] DISPLAY_SUMMARY,LHA4yFlv3r 
[5501] SELL,yAAurFarHT,XTF,44.51 
[5502] SET_SELL_AMOUNT,BxWlges22v,XTF,584.98 
[5503] CANCEL_BUY,QPKBykFnxr 
[5504] COMMIT_BUY,mZFoN64osd 
[5505] CANCEL_SELL,wMcCWGxtZb 
[5506] BUY,r9sY6ykQwB,ODH,610.44 
[5507] ADD,NmALn2RmzI,67485.77 
[5508] SET_BUY_TRIGGER,YET2WF8iGL,ABQ,18.98 
[5509] COMMIT_BUY,r9sY6ykQwB 
[5510] BUY,La1eSbNL6p,VOT,81.66 
[5511] DISPLAY_SUMMARY,qoExOgAPyd 
[5512] SET_BUY_AMOUNT,uspV5YXJSf,TWQ,643.80 
[5513] BUY,Z14JubX5Uv,SWC,486.77 
[5514] DISPLAY_SUMMARY,Z14JubX5Uv 
[5515] BUY,qEVRIEnox8,WGD,144.26 
[5516] ADD,L3qfH51ukK,68245.17 
[5517] COMMIT_SELL,13VC8b11Q6 
[5518] COMMIT_SELL,bfIjLoap9T 
[5519] CANCEL_SET_BUY,h0Ib8LzTs9,YUI 
[5520] SELL,whcYxtH67L,XTF,128.92 
[5521] CANCEL_BUY,QPKBykFnxr 
[5522] COMMIT_SELL,IkWXoni8ti 
[5523] QUOTE,NmALn2RmzI,RPF 
[5524] CANCEL_SET_SELL,Js6LySzcEQ,HGW 
[5525] SET_SELL_TRIGGER,BxWlges22v,XTF,372.35 
[5526] SET_BUY_AMOUNT,izXvHOmJ6Y,BMJ,334.97 
[5527] QUOTE,jK70t6xffU,WGD 
[5528] COMMIT_BUY,LHA4yFlv3r 
[5529] COMMIT_BUY,TMxB3eAn63 
[5530] SET_SELL_TRIGGER,pz8HIUVPXH,JBQ,7.94 
[5531] COMMIT_SELL,CvCH8jPh2i 
[5532] QUOTE,7nGIkyoUrD,YZB 
[5533] SET_BUY_TRIGGER,CxzX2w8DmS,NPD,185.93 
[5534] ADD,JPE6oMVt1b,72527.32 
[5535] SET_SELL_AMOUNT,E5CusuUGY3,XYR,254.54 
[5536] COMMIT_BUY,PDwyOp2gzv 
[5537] COMMIT_SELL,mMQlpMeOfD 
[5538] QUOTE,L3qfH51ukK,IKA 
[5539] COMMIT_BUY,JPE6oMVt1b 
[5540] CANCEL_SET_SELL,h0Ib8LzTs9,MFC 
[5541] CANCEL_SET_SELL,13VC8b11Q6,OTW 
[5542] SELL,CvCH8jPh2i,XTF,635.79 
[5543] BUY,YET2WF8iGL,WYB,436.43 
[5544] ADD,R4lbhHC1hS,62481.91 
[5545] DISPLAY_SUMMARY,L3qfH51ukK 
[5546] QUOTE,Z14JubX5Uv,CHG 
[5547] COMMIT_BUY,h0Ib8LzTs9 
[5548] QUOTE,13VC8b11Q6,GWE 
[5549] BUY,7nGIkyoUrD,SFY,469.53 
[5550] COMMIT_BUY,qEVRIEnox8 
[5551] CANCEL_BUY,TMxB3eAn63 
[5552] BUY,IkWXoni8ti,KUZ,228.43 
[5553] SET_BUY_TRIGGER,mZFoN64osd,LED,190.64 
[5554] BUY,uspV5YXJSf,YYX,226.24 
[5555] SET_SELL_AMOUNT,pz8HIUVPXH,LNW,368.71 
[5556] CANCEL_SELL,zVGmOyE2TY 
[5557] SET_SELL_TRIGGER,pz8HIUVPXH,LNW,282.03 
[5558] SET_BUY_TRIGGER,LHA4yFlv3r,ABQ,90.65 
[5559] BUY,jK70t6xffU,COI,696.81 
[5560] BUY,IkWXoni8ti,UUG,569.79 
[5561] SET_BUY_TRIGGER,YET2WF8iGL,OTW,93.65 
[5562] CANCEL_SET_SELL,e6Ql5cbsux,BMJ 
[5563] BUY,CvCH8jPh2i,CXT,518.29 
[5564] SET_SELL_TRIGGER,E5CusuUGY3,XYR,249.16 
[5565] DISPLAY_SUMMARY,pz8HIUVPXH 
[5566] SET_SELL_AMOUNT,mMQlpMeOfD,XYR,731.37 
[5567] SELL,zVGmOyE2TY,BMJ,108.00 
[5568] CANCEL_BUY,La1eSbNL6p 
[5569] ADD,13VC8b11Q6,59423.85 
[5570] SET_SELL_AMOUNT,qoExOgAPyd,KUZ,82.28 
[5571] SET_SELL_TRIGGER,mMQlpMeOfD,XYR,722.08 
[5572] CANCEL_SELL,JPE6oMVt1b 
[5573] SELL,yAAurFarHT,BMJ,539.78 
[5574] SELL,pTZZjie7eX,WXZ,705.29 
[5575] CANCEL_SET_SELL,Z14JubX5Uv,UPQ 
[5576] ADD,YIgPFTE1M7,77622.47 
[5577] COMMIT_SELL,zVGmOyE2TY 
[5578] CANCEL_SET_BUY,ItaC6MIk2c,TNV 
[5579] BUY,whcYxtH67L,IKA,357.36 
[5580] SET_SELL_AMOUNT,pTZZjie7eX,TWQ,211.65 
[5581] COMMIT_SELL,CxzX2w8DmS 
[5582] SELL,YET2WF8iGL,WXZ,655.99 
[5583] BUY,La1eSbNL6p,DKJ,118.62 
[5584] COMMIT_SELL,Kt8I7sdBcS 
[5585] BUY,mMQlpMeOfD,NQP,179.90 
[5586] DISPLAY_SUMMARY,h0Ib8LzTs9 
[5587] BUY,13VC8b11Q6,HIZ,220.84 
[5588] ADD,L3qfH51ukK,63686.18 
[5589] COMMIT_BUY,CvCH8jPh2i 
[5590] CANCEL_SELL,R4lbhHC1hS 
[5591] SET_SELL_TRIGGER,E9DHfAjHfd,XTF,593.49 
[5592] QUOTE,kHMjwfSx2P,ABQ 
[5593] CANCEL_SELL,e6Ql5cbsux 
[5594] COMMIT_SELL,RtgbNlNQ82 
[5595] CANCEL_SET_SELL,h0Ib8LzTs9,HMX 
[5596] BUY,L3qfH51ukK,GWE,743.64 
[5597] CANCEL_BUY,7nGIkyoUrD 
[5598] SET_SELL_TRIGGER,mZFoN64osd,YUI,113.79 
[5599] SELL,PDwyOp2gzv,TWQ,367.09 
[5600] COMMIT_SELL,La1eSbNL6p 
[5601] CANCEL_SET_BUY,R4lbhHC1hS,ZFP 
[5602] COMMIT_BUY,L3qfH51ukK 
[5603] CANCEL_BUY,mMQlpMeOfD 
[5604] QUOTE,CvCH8jPh2i,XTF 
[5605] QUOTE,bfIjLoap9T,RDD 
[5606] SET_SELL_AMOUNT,La1eSbNL6p,XYR,259.45 
[5607] BUY,PDwyOp2gzv,XXD,244.25 
[5608] ADD,E5CusuUGY3,73437.00 
[5609] COMMIT_BUY,IkWXoni8ti 
[5610] COMMIT_BUY,mZFoN64osd 
[5611] CANCEL_SELL,L3qfH51ukK 
[5612] COMMIT_SELL,QPKBykFnxr 
[5613] COMMIT_BUY,Z14JubX5Uv 
[5614] BUY,NmALn2RmzI,PZV,304.54 
[5615] QUOTE,E5CusuUGY3,BFA 
[5616] QUOTE,ItaC6MIk2c,UPQ 
[5617] BUY,E5CusuUGY3,HJE,104.83 
[5618] SET_BUY_AMOUNT,PDwyOp2gzv,TWQ,104.27 
[5619] CANCEL_BUY,YET2WF8iGL 
[5620] CANCEL_SELL,E9DHfAjHfd 
[5621] CANCEL_BUY,jK70t6xffU 
[5622] CANCEL_SELL,yAAurFarHT 
[5623] BUY,ItaC6MIk2c,VOT,219.37 
[5624] ADD,QPKBykFnxr,55607.54 
[5625] SET_SELL_TRIGGER,pTZZjie7eX,TWQ,88.88 
[5626] COMMIT_BUY,h0Ib8LzTs9 
[5627] BUY,CvCH8jPh2i,DKJ,260.07 
[5628] SET_BUY_TRIGGER,izXvHOmJ6Y,JBQ,305.23 
[5629] COMMIT_BUY,R4lbhHC1hS 
[5630] COMMIT_BUY,CvCH8jPh2i 
[5631] ADD,jK70t6xffU,67809.36 
[5632] CANCEL_SET_SELL,kHMjwfSx2P,TFP 
[5633] ADD,R4lbhHC1hS,81168.07 
[5634] COMMIT_SELL,h0Ib8LzTs9 
[5635] QUOTE,TMxB3eAn63,SWC 
[5636] BUY,Z14JubX5Uv,XYC,370.25 
[5637] CANCEL_SELL,qkUYmnHXvb 
[5638] SELL,CvCH8jPh2i,WXZ,311.33 
[5639] COMMIT_BUY,uspV5YXJSf 
[5640] SET_SELL_TRIGGER,qoExOgAPyd,KUZ,75.12 
[5641] QUOTE,QPKBykFnxr,YNA 
[5642] CANCEL_SET_SELL,LHA4yFlv3r,VJT 
[5643] SET_BUY_AMOUNT,TMxB3eAn63,XYR,354.15 
[5644] COMMIT_BUY,whcYxtH67L 
[5645] SET_BUY_TRIGGER,TMxB3eAn63,RNJ,144.81 
[5646] COMMIT_BUY,Z14JubX5Uv 
[5647] BUY,R4lbhHC1hS,VVL,434.76 
[5648] SELL,YET2WF8iGL,WXZ,212.87 
[5649] ADD,Kt8I7sdBcS,56642.56 
[5650] CANCEL_BUY,L3qfH51ukK 
[5651] ADD,TMxB3eAn63,72085.93 
[5652] SELL,IkWXoni8ti,TNV,408.67 
[5653] COMMIT_BUY,R4lbhHC1hS 
[5654] DISPLAY_SUMMARY,JPE6oMVt1b 
[5655] COMMIT_BUY,E5CusuUGY3 
[5656] BUY,Kt8I7sdBcS,HGW,389.34 
[5657] CANCEL_SET_BUY,qoExOgAPyd,PXD 
[5658] ADD,wMcCWGxtZb,66457.84 
[5659] COMMIT_SELL,pz8HIUVPXH 
[5660] COMMIT_BUY,RtgbNlNQ82 
[5661] CANCEL_BUY,BDty3gMxBy 
[5662] CANCEL_SET_SELL,r9sY6ykQwB,RPF 
[5663] SET_SELL_TRIGGER,La1eSbNL6p,XYR,128.19 
[5664] COMMIT_BUY,izXvHOmJ6Y 
[5665] SELL,7nGIkyoUrD,QTG,439.51 
[5666] SELL,PDwyOp2gzv,LNW,323.64 
[5667] COMMIT_BUY,NmALn2RmzI 
[5668] CANCEL_SET_SELL,Z14JubX5Uv,RNJ 
[5669] COMMIT_BUY,IkWXoni8ti 
[5670] CANCEL_BUY,Z14JubX5Uv 
[5671] DISPLAY_SUMMARY,R4lbhHC1hS 
[5672] DISPLAY_SUMMARY,La1eSbNL6p 
[5673] QUOTE,wMcCWGxtZb,UPQ 
[5674] DISPLAY_SUMMARY,qoExOgAPyd 
[5675] DISPLAY_SUMMARY,pz8HIUVPXH 
[5676] QUOTE,BxWlges22v,VAL 
[5677] SET_SELL_TRIGGER,mMQlpMeOfD,RPF,8.55 
[5678] SELL,JPE6oMVt1b,JBQ,651.35 
[5679] CANCEL_SET_SELL,RtgbNlNQ82,RDD 
[5680] ADD,BDty3gMxBy,68868.11 
[5681] BUY,mZFoN64osd,WXO,343.35 
[5682] DISPLAY_SUMMARY,pTZZjie7eX 
[5683] COMMIT_SELL,7nGIkyoUrD 
[5684] DISPLAY_SUMMARY,Z14JubX5Uv 
[5685] QUOTE,uspV5YXJSf,DUW 
[5686] BUY,QPKBykFnxr,NAI,341.15 
[5687] BUY,LHA4yFlv3r,QDU,740.01 
[5688] CANCEL_SELL,Z14JubX5Uv 
[5689] ADD,r9sY6ykQwB,64621.42 
[5690] BUY,Js6LySzcEQ,PXD,60.26 
[5691] ADD,RtgbNlNQ82,38835.48 
[5692] SELL,CxzX2w8DmS,BMJ,424.92 
[5693] QUOTE,e6Ql5cbsux,DWD 
[5694] ADD,wMcCWGxtZb,67846.81 
[5695] BUY,izXvHOmJ6Y,XTF,725.92 
[5696] QUOTE,zVGmOyE2TY,WYB 
[5697] QUOTE,jK70t6xffU,VVL 
[5698] ADD,whcYxtH67L,90900.12 
[5699] QUOTE,RtgbNlNQ82,PZL 
[5700] SET_SELL_TRIGGER,13VC8b11Q6,ACY,159.47 
[5701] COMMIT_SELL,CxzX2w8DmS 
[5702] SET_BUY_AMOUNT,r9sY6ykQwB,JBQ,685.95 
[5703] ADD,YIgPFTE1M7,79777.06 
[5704] QUOTE,uspV5YXJSf,HMX 
[5705] ADD,mMQlpMeOfD,64343.00 
[5706] QUOTE,e6Ql5cbsux,PXD 
[5707] SET_BUY_TRIGGER,R4lbhHC1hS,HIZ,42.60 
[5708] COMMIT_BUY,QPKBykFnxr 
[5709] SET_BUY_AMOUNT,bfIjLoap9T,XYR,187.91 
[5710] CANCEL_BUY,ItaC6MIk2c 
[5711] CANCEL_BUY,RtgbNlNQ82 
[5712] SELL,zVGmOyE2TY,JBQ,562.54 
[5713] QUOTE,BDty3gMxBy,NQP 
[5714] COMMIT_SELL,JPE6oMVt1b 
[5715] DISPLAY_SUMMARY,qkUYmnHXvb 
[5716] BUY,qoExOgAPyd,GGV,539.15 
[5717] SET_SELL_AMOUNT,pz8HIUVPXH,WXZ,327.77 
[5718] SET_SELL_AMOUNT,pTZZjie7eX,WXZ,440.34 
[5719] QUOTE,tK1JNuy0li,UUG 
[5720] SET_SELL_TRIGGER,pz8HIUVPXH,WXZ,289.68 
[5721] CANCEL_BUY,qoExOgAPyd 
[5722] CANCEL_BUY,qoExOgAPyd 
[5723] BUY,CxzX2w8DmS,ABQ,310.67 
[5724] QUOTE,mMQlpMeOfD,GGR 
[5725] SET_BUY_TRIGGER,BxWlges22v,PFG,194.14 
[5726] CANCEL_SELL,Z14JubX5Uv 
[5727] CANCEL_BUY,kHMjwfSx2P 
[5728] QUOTE,13VC8b11Q6,TNV 
[5729] SET_SELL_TRIGGER,pTZZjie7eX,WXZ,175.49 
[5730] COMMIT_BUY,qkUYmnHXvb 
[5731] SET_BUY_TRIGGER,bfIjLoap9T,GGR,15.71 
[5732] SET_BUY_AMOUNT,CvCH8jPh2i,XYR,255.59 
[5733] SET_SELL_TRIGGER,NmALn2RmzI,TWQ,38.54 
[5734] CANCEL_BUY,qoExOgAPyd 
[5735] ADD,RtgbNlNQ82,60078.35 
[5736] CANCEL_SET_BUY,jK70t6xffU,WVC 
[5737] BUY,e6Ql5cbsux,RNJ,569.84 
[5738] BUY,uspV5YXJSf,WGD,700.07 
[5739] CANCEL_SET_BUY,mZFoN64osd,PGD 
[5740] QUOTE,PDwyOp2gzv,GGR 
[5741] CANCEL_BUY,IkWXoni8ti 
[5742] QUOTE,wMcCWGxtZb,RYI 
[5743] COMMIT_SELL,QPKBykFnxr 
[5744] DISPLAY_SUMMARY,h0Ib8LzTs9 
[5745] QUOTE,IkWXoni8ti,NPD 
[5746] BUY,7nGIkyoUrD,QDU,623.93 
[5747] CANCEL_SET_BUY,ItaC6MIk2c,STS 
[5748] SET_BUY_AMOUNT,tK1JNuy0li,RPN,371.76 
[5749] QUOTE,ItaC6MIk2c,HMX 
[5750] COMMIT_BUY,Kt8I7sdBcS 
[5751] COMMIT_BUY,7nGIkyoUrD 
[5752] SET_BUY_TRIGGER,CvCH8jPh2i,OTW,246.95 
[5753] CANCEL_SET_BUY,tK1JNuy0li,ACY 
[5754] SELL,7nGIkyoUrD,UED,66.37 
[5755] QUOTE,La1eSbNL6p,DUW 
[5756] DISPLAY_SUMMARY,e6Ql5cbsux 
[5757] SET_BUY_TRIGGER,qEVRIEnox8,WYB,177.07 
[5758] CANCEL_BUY,izXvHOmJ6Y 
[5759] QUOTE,IkWXoni8ti,VAL 
[5760] QUOTE,zVGmOyE2TY,SLF 
[5761] ADD,PDwyOp2gzv,73734.37 
[5762] SET_SELL_AMOUNT,R4lbhHC1hS,XTF,9.42 
[5763] BUY,PDwyOp2gzv,RYI,486.63 
[5764] CANCEL_SET_SELL,pTZZjie7eX,PZL 
[5765] QUOTE,uspV5YXJSf,VQZ 
[5766] CANCEL_SET_SELL,LHA4yFlv3r,JLX 
[5767] BUY,izXvHOmJ6Y,PGD,120.86 
[5768] SELL,bfIjLoap9T,JBQ,165.10 
[5769] SELL,ItaC6MIk2c,TWQ,466.14 
[5770] QUOTE,QPKBykFnxr,XTF 
[5771] CANCEL_SELL,Kt8I7sdBcS 
[5772] COMMIT_BUY,tK1JNuy0li 
[5773] SELL,YET2WF8iGL,XYR,69.25 
[5774] SELL,mMQlpMeOfD,BMJ,557.98 
[5775] SELL,LHA4yFlv3r,XYR,226.69 
[5776] DISPLAY_SUMMARY,mZFoN64osd 
[5777] BUY,izXvHOmJ6Y,RPF,321.34 
[5778] BUY,BDty3gMxBy,MOE,305.45 
[5779] COMMIT_BUY,izXvHOmJ6Y 
[5780] CANCEL_SELL,mMQlpMeOfD 
[5781] QUOTE,zVGmOyE2TY,XTF 
[5782] CANCEL_SELL,pz8HIUVPXH 
[5783] CANCEL_SELL,E5CusuUGY3 
[5784] CANCEL_SELL,QPKBykFnxr 
[5785] COMMIT_BUY,Js6LySzcEQ 
[5786] COMMIT_SELL,CvCH8jPh2i 
[5787] SET_BUY_TRIGGER,YET2WF8iGL,YUI,142.69 
[5788] COMMIT_BUY,LHA4yFlv3r 
[5789] SELL,r9sY6ykQwB,LNW,113.83 
[5790] CANCEL_BUY,qoExOgAPyd 
[5791] CANCEL_SET_BUY,pz8HIUVPXH,RPF 
[5792] SET_BUY_TRIGGER,izXvHOmJ6Y,MFG,182.08 
[5793] SELL,qEVRIEnox8,RPN,288.89 
[5794] BUY,pz8HIUVPXH,KUZ,155.25 
[5795] SET_SELL_AMOUNT,BDty3gMxBy,RPN,252.17 
[5796] SELL,mZFoN64osd,BMJ,641.68 
[5797] BUY,h0Ib8LzTs9,RPN,726.59 
[5798] SET_SELL_TRIGGER,La1eSbNL6p,NQP,196.44 
[5799] DISPLAY_SUMMARY,mMQlpMeOfD 
[5800] QUOTE,NmALn2RmzI,DKJ 
[5801] QUOTE,YET2WF8iGL,DWD 
[5802] CANCEL_BUY,kHMjwfSx2P 
[5803] BUY,e6Ql5cbsux,XXD,642.48 
[5804] CANCEL_SELL,JPE6oMVt1b 
[5805] CANCEL_BUY,La1eSbNL6p 
[5806] DISPLAY_SUMMARY,izXvHOmJ6Y 
[5807] QUOTE,bfIjLoap9T,DWD 
[5808] QUOTE,whcYxtH67L,UQO 
[5809] COMMIT_SELL,mZFoN64osd 
[5810] SET_SELL_TRIGGER,R4lbhHC1hS,XTF,3.49 
[5811] BUY,zVGmOyE2TY,STS,115.25 
[5812] QUOTE,YET2WF8iGL,GGV 
[5813] SELL,kHMjwfSx2P,KUZ,534.69 
[5814] BUY,R4lbhHC1hS,PZV,280.88 
[5815] SET_SELL_AMOUNT,La1eSbNL6p,JBQ,325.92 
[5816] QUOTE,YET2WF8iGL,BXC 
[5817] COMMIT_SELL,E5CusuUGY3 
[5818] QUOTE,ItaC6MIk2c,SUN 
[5819] BUY,13VC8b11Q6,BXC,53.21 
[5820] SET_SELL_TRIGGER,RtgbNlNQ82,KUZ,108.92 
[5821] QUOTE,E5CusuUGY3,PFG 
[5822] CANCEL_SET_SELL,izXvHOmJ6Y,DWD 
[5823] ADD,L3qfH51ukK,64247.26 
[5824] CANCEL_SET_BUY,BxWlges22v,CHG 
[5825] CANCEL_SELL,7nGIkyoUrD 
[5826] SET_SELL_TRIGGER,RtgbNlNQ82,PMO,168.45 
[5827] CANCEL_SELL,CxzX2w8DmS 
[5828] SET_SELL_AMOUNT,ItaC6MIk2c,WXZ,247.71 
[5829] SET_SELL_TRIGGER,BDty3gMxBy,RPN,148.97 
[5830] CANCEL_SELL,7nGIkyoUrD 
[5831] CANCEL_SET_BUY,izXvHOmJ6Y,DKJ 
[5832] SELL,h0Ib8LzTs9,JBQ,562.02 
[5833] SELL,h0Ib8LzTs9,WXZ,159.29 
[5834] BUY,YIgPFTE1M7,RNJ,16.23 
[5835] ADD,JPE6oMVt1b,62072.80 
[5836] DISPLAY_SUMMARY,CxzX2w8DmS 
[5837] BUY,qkUYmnHXvb,RPF,13.08 
[5838] DISPLAY_SUMMARY,mZFoN64osd 
[5839] SET_BUY_AMOUNT,7nGIkyoUrD,LNW,450.69 
[5840] QUOTE,YIgPFTE1M7,SRN 
[5841] COMMIT_SELL,QPKBykFnxr 
[5842] COMMIT_BUY,LHA4yFlv3r 
[5843] SET_BUY_TRIGGER,7nGIkyoUrD,SFY,115.00 
[5844] COMMIT_BUY,zVGmOyE2TY 
[5845] QUOTE,PDwyOp2gzv,KME 
[5846] QUOTE,yAAurFarHT,IKA 
[5847] COMMIT_SELL,pz8HIUVPXH 
[5848] ADD,r9sY6ykQwB,70830.83 
[5849] BUY,TMxB3eAn63,JNP,341.54 
[5850] COMMIT_BUY,13VC8b11Q6 
[5851] QUOTE,CvCH8jPh2i,CXT 
[5852] BUY,uspV5YXJSf,RPN,371.69 
[5853] BUY,bfIjLoap9T,UED,426.21 
[5854] COMMIT_SELL,mZFoN64osd 
[5855] DISPLAY_SUMMARY,BxWlges22v 
[5856] DISPLAY_SUMMARY,BDty3gMxBy 
[5857] DISPLAY_SUMMARY,E9DHfAjHfd 
[5858] CANCEL_BUY,qEVRIEnox8 
[5859] COMMIT_BUY,TMxB3eAn63 
[5860] SET_BUY_TRIGGER,Js6LySzcEQ,LED,185.00 
[5861] ADD,qoExOgAPyd,88806.53 
[5862] SET_BUY_TRIGGER,QPKBykFnxr,MOE,96.48 
[5863] SET_SELL_TRIGGER,izXvHOmJ6Y,HIZ,94.90 
[5864] QUOTE,L3qfH51ukK,NQP 
[5865] COMMIT_BUY,bfIjLoap9T 
[5866] BUY,izXvHOmJ6Y,VAL,519.30 
[5867] SET_SELL_AMOUNT,qkUYmnHXvb,WXZ,471.61 
[5868] BUY,jK70t6xffU,UUG,694.69 
[5869] DISPLAY_SUMMARY,7nGIkyoUrD 
[5870] COMMIT_BUY,mZFoN64osd 
[5871] BUY,Js6LySzcEQ,KLF,646.28 
[5872] SELL,13VC8b11Q6,JBQ,692.65 
[5873] SET_SELL_AMOUNT,E9DHfAjHfd,WXZ,617.94 
[5874] COMMIT_SELL,h0Ib8LzTs9 
[5875] SET_SELL_TRIGGER,R4lbhHC1hS,QDU,162.79 
[5876] COMMIT_BUY,R4lbhHC1hS 
[5877] BUY,PDwyOp2gzv,MFG,105.80 
[5878] DISPLAY_SUMMARY,QPKBykFnxr 
[5879] QUOTE,YET2WF8iGL,VQZ 
[5880] BUY,tK1JNuy0li,UQO,668.66 
[5881] BUY,Kt8I7sdBcS,STS,587.81 
[5882] DISPLAY_SUMMARY,TMxB3eAn63 
[5883] QUOTE,CvCH8jPh2i,CXT 
[5884] SET_SELL_TRIGGER,ItaC6MIk2c,WXZ,31.70 
[5885] ADD,qEVRIEnox8,32199.95 
[5886] QUOTE,qoExOgAPyd,IKA 
[5887] SELL,pz8HIUVPXH,WXZ,172.42 
[5888] SET_BUY_TRIGGER,kHMjwfSx2P,UED,122.97 
[5889] CANCEL_SELL,wMcCWGxtZb 
[5890] ADD,pTZZjie7eX,78772.84 
[5891] COMMIT_SELL,13VC8b11Q6 
[5892] BUY,IkWXoni8ti,NPD,65.44 
[5893] COMMIT_SELL,h0Ib8LzTs9 
[5894] QUOTE,Js6LySzcEQ,RNJ 
[5895] QUOTE,pz8HIUVPXH,GGR 
[5896] CANCEL_BUY,izXvHOmJ6Y 
[5897] DISPLAY_SUMMARY,NmALn2RmzI 
[5898] COMMIT_BUY,PDwyOp2gzv 
[5899] COMMIT_BUY,jK70t6xffU 
[5900] COMMIT_BUY,7nGIkyoUrD 
[5901] QUOTE,TMxB3eAn63,ZFP 
[5902] BUY,7nGIkyoUrD,RPN,41.58 
[5903] COMMIT_SELL,kHMjwfSx2P 
[5904] CANCEL_SELL,wMcCWGxtZb 
[5905] ADD,TMxB3eAn63,54879.03 
[5906] CANCEL_SET_SELL,YET2WF8iGL,RDD 
[5907] CANCEL_BUY,QPKBykFnxr 
[5908] CANCEL_SET_SELL,qEVRIEnox8,JLX 
[5909] ADD,Js6LySzcEQ,84164.27 
[5910] CANCEL_SET_SELL,CxzX2w8DmS,MFC 
[5911] COMMIT_BUY,uspV5YXJSf 
[5912] CANCEL_SELL,NmALn2RmzI 
[5913] BUY,RtgbNlNQ82,VOT,369.06 
[5914] SELL,bfIjLoap9T,JBQ,528.45 
[5915] BUY,pTZZjie7eX,JNP,387.83 
[5916] SET_SELL_TRIGGER,R4lbhHC1hS,IFV,11.63 
[5917] DISPLAY_SUMMARY,YET2WF8iGL 
