[1] ADD,umhaEY4lil,91628.00 
[5978] ADD,BqhMWgFe1n,48934.62 
[5979] SELL,jzi5Fg2GGS,CAK,451.08 
[5980] QUOTE,w69hSQMdyy,FCT 
[5981] QUOTE,BqhMWgFe1n,XAG 
[5982] COMMIT_SELL,xFrzsBbeiS 
[5983] BUY,sYJRWa0Mih,EWK,742.83 
[5984] CANCEL_SELL,w69hSQMdyy 
[5985] CANCEL_SELL,w69hSQMdyy 
[5986] BUY,kul4JJSoHc,MAO,169.41 
[5987] BUY,LwNQpkd8mr,VNG,423.87 
[5988] COMMIT_SELL,jzi5Fg2GGS 
[5989] CANCEL_BUY,sYJRWa0Mih 
[5990] SET_SELL_AMOUNT,ojovZ9YLZM,JEM,85.12 
[5991] DISPLAY_SUMMARY,sYJRWa0Mih 
[5992] SET_SELL_TRIGGER,ojovZ9YLZM,JEM,57.34 
[5993] BUY,ojovZ9YLZM,XAG,180.52 
[5994] DISPLAY_SUMMARY,w69hSQMdyy 
[5995] COMMIT_BUY,umhaEY4lil 
[5996] COMMIT_BUY,LwNQpkd8mr 
[5997] SET_SELL_AMOUNT,BqhMWgFe1n,JHH,422.25 
[5998] SET_BUY_TRIGGER,w69hSQMdyy,PXL,174.47 
[5999] COMMIT_SELL,jzi5Fg2GGS 
[6000] CANCEL_SELL,sYJRWa0Mih 
[6001] QUOTE,ojovZ9YLZM,CDQ 
[6002] BUY,LwNQpkd8mr,AUJ,499.86 
[6003] SET_SELL_AMOUNT,xFrzsBbeiS,GTQ,308.49 
[6004] ADD,ojovZ9YLZM,79881.87 
[6005] SET_SELL_TRIGGER,xFrzsBbeiS,GTQ,285.92 
[6006] COMMIT_BUY,LwNQpkd8mr 
[6007] CANCEL_SET_SELL,umhaEY4lil,MGF 
[6008] BUY,ojovZ9YLZM,BKM,647.76 
[6009] BUY,umhaEY4lil,UJD,362.46 
[6010] QUOTE,sYJRWa0Mih,NZO 
[6011] DISPLAY_SUMMARY,xFrzsBbeiS 
[6012] BUY,BqhMWgFe1n,OWG,552.76 
[6013] COMMIT_BUY,umhaEY4lil 
[6014] COMMIT_SELL,ojovZ9YLZM 
[6015] ADD,CqOb5G0hB4,31650.80 
[6016] CANCEL_BUY,kul4JJSoHc 
[6017] DISPLAY_SUMMARY,umhaEY4lil 
[6018] COMMIT_BUY,BqhMWgFe1n 
[6019] BUY,sYJRWa0Mih,VNG,60.73 
[6020] DISPLAY_SUMMARY,kul4JJSoHc 
[6021] CANCEL_SELL,kul4JJSoHc 
[6022] SELL,jzi5Fg2GGS,AUJ,33.18 
[6023] DISPLAY_SUMMARY,xFrzsBbeiS 
[6024] QUOTE,w69hSQMdyy,VNG 
[6025] BUY,w69hSQMdyy,VZP,497.10 
[6026] CANCEL_SELL,jzi5Fg2GGS 
[6027] COMMIT_BUY,sYJRWa0Mih 
[6028] COMMIT_SELL,w69hSQMdyy 
[6029] COMMIT_BUY,CqOb5G0hB4 
[6030] BUY,LwNQpkd8mr,OWG,40.68 
[6031] DISPLAY_SUMMARY,CqOb5G0hB4 
[6032] DISPLAY_SUMMARY,BqhMWgFe1n 
[6033] SELL,BqhMWgFe1n,CAK,87.64 
[6034] BUY,umhaEY4lil,QLE,411.94 
[6035] DISPLAY_SUMMARY,w69hSQMdyy 
[6036] COMMIT_BUY,LwNQpkd8mr 
[6037] CANCEL_SELL,CqOb5G0hB4 
[6038] CANCEL_SELL,xFrzsBbeiS 
[6039] SET_SELL_TRIGGER,CqOb5G0hB4,JIK,150.36 
[6040] COMMIT_SELL,BqhMWgFe1n 
[6041] CANCEL_SET_BUY,ojovZ9YLZM,HBB 
[6042] ADD,ojovZ9YLZM,61975.82 
[6043] CANCEL_SET_BUY,CqOb5G0hB4,OWG 
[6044] SELL,kul4JJSoHc,RGP,32.90 
[6045] BUY,LwNQpkd8mr,AME,220.58 
[6046] QUOTE,BqhMWgFe1n,MAO 
[6047] BUY,sYJRWa0Mih,CDQ,659.19 
[6048] QUOTE,ojovZ9YLZM,JHH 
[6049] CANCEL_SET_SELL,jzi5Fg2GGS,JIS 
[6050] CANCEL_BUY,CqOb5G0hB4 
[6051] COMMIT_BUY,umhaEY4lil 
[6052] SET_BUY_AMOUNT,ojovZ9YLZM,UJD,620.37 
[6053] ADD,BqhMWgFe1n,118037.87 
[6054] DISPLAY_SUMMARY,jzi5Fg2GGS 
[6055] COMMIT_SELL,kul4JJSoHc 
[6056] COMMIT_SELL,CqOb5G0hB4 
[6057] QUOTE,kul4JJSoHc,WMG 
[6058] QUOTE,BqhMWgFe1n,VNG 
[6059] CANCEL_SELL,sYJRWa0Mih 
[6060] DISPLAY_SUMMARY,umhaEY4lil 
[6061] BUY,ojovZ9YLZM,GAM,668.81 
[6062] CANCEL_SELL,jzi5Fg2GGS 
[6063] DISPLAY_SUMMARY,xFrzsBbeiS 
[6064] ADD,sYJRWa0Mih,76587.96 
[6065] CANCEL_BUY,xFrzsBbeiS 
[6066] SET_BUY_AMOUNT,xFrzsBbeiS,GAM,209.67 
[6067] QUOTE,sYJRWa0Mih,GJT 
[6068] BUY,kul4JJSoHc,VNG,512.36 
[6069] SET_BUY_TRIGGER,xFrzsBbeiS,ACY,55.46 
[6070] SELL,ojovZ9YLZM,YGD,358.20 
[6071] COMMIT_BUY,kul4JJSoHc 
[6072] CANCEL_BUY,CqOb5G0hB4 
[6073] DISPLAY_SUMMARY,umhaEY4lil 
[6074] COMMIT_SELL,ojovZ9YLZM 
[6075] COMMIT_SELL,xFrzsBbeiS 
[6076] SET_BUY_TRIGGER,umhaEY4lil,WMG,93.15 
[6077] CANCEL_BUY,xFrzsBbeiS 
[6078] SELL,jzi5Fg2GGS,UJD,476.84 
[6079] CANCEL_SET_SELL,xFrzsBbeiS,GTQ 
[6080] SET_SELL_TRIGGER,sYJRWa0Mih,QDS,147.79 
[6081] QUOTE,BqhMWgFe1n,UJD 
[6082] ADD,ojovZ9YLZM,52751.48 
[6083] QUOTE,BqhMWgFe1n,EWK 
[6084] COMMIT_SELL,kul4JJSoHc 
[6085] CANCEL_SET_BUY,CqOb5G0hB4,EZK 
[6086] ADD,w69hSQMdyy,83301.47 
[6087] BUY,ojovZ9YLZM,QLE,664.89 
[6088] SELL,jzi5Fg2GGS,MAO,261.30 
[6089] SELL,jzi5Fg2GGS,MAO,727.67 
[6090] COMMIT_SELL,jzi5Fg2GGS 
[6091] ADD,ojovZ9YLZM,65749.20 
[6092] DISPLAY_SUMMARY,jzi5Fg2GGS 
[6093] CANCEL_SET_SELL,jzi5Fg2GGS,AUJ 
[6094] ADD,umhaEY4lil,85530.04 
[6095] BUY,ojovZ9YLZM,OWG,109.78 
[6096] COMMIT_BUY,ojovZ9YLZM 
[6097] QUOTE,umhaEY4lil,MPD 
[6098] CANCEL_BUY,jzi5Fg2GGS 
[6099] BUY,BqhMWgFe1n,HBB,624.92 
[6100] QUOTE,kul4JJSoHc,EWK 
[6101] ADD,sYJRWa0Mih,64526.83 
[6102] CANCEL_SET_BUY,xFrzsBbeiS,THF 
[6103] QUOTE,w69hSQMdyy,CMO 
[6104] COMMIT_SELL,xFrzsBbeiS 
[6105] CANCEL_SET_SELL,xFrzsBbeiS,WPJ 
[6106] COMMIT_SELL,xFrzsBbeiS 
[6107] COMMIT_BUY,BqhMWgFe1n 
[6108] CANCEL_SET_SELL,umhaEY4lil,HWU 
[6109] CANCEL_SELL,umhaEY4lil 
[6110] DISPLAY_SUMMARY,umhaEY4lil 
[6111] BUY,ojovZ9YLZM,GTQ,605.77 
[6112] SET_BUY_TRIGGER,kul4JJSoHc,CAK,77.83 
[6113] ADD,CqOb5G0hB4,90129.81 
[6114] SET_SELL_TRIGGER,jzi5Fg2GGS,HBB,90.32 
[6115] SET_SELL_TRIGGER,CqOb5G0hB4,EWK,113.42 
[6116] SELL,xFrzsBbeiS,MGF,271.25 
[6117] COMMIT_SELL,xFrzsBbeiS 
[6118] BUY,xFrzsBbeiS,OOP,184.32 
[6119] CANCEL_BUY,xFrzsBbeiS 
[6120] CANCEL_SET_BUY,umhaEY4lil,FCT 
[6121] CANCEL_SELL,xFrzsBbeiS 
[6122] ADD,umhaEY4lil,85133.08 
[6123] SELL,w69hSQMdyy,EZK,365.60 
[6124] QUOTE,kul4JJSoHc,MPD 
[6125] DISPLAY_SUMMARY,LwNQpkd8mr 
[6126] QUOTE,w69hSQMdyy,VZP 
[6127] BUY,umhaEY4lil,VNG,589.32 
[6128] CANCEL_SET_SELL,BqhMWgFe1n,JHH 
[6129] BUY,w69hSQMdyy,THF,248.74 
[6130] SET_BUY_AMOUNT,ojovZ9YLZM,CAK,44.07 
[6131] CANCEL_SET_BUY,xFrzsBbeiS,BKM 
[6132] COMMIT_BUY,jzi5Fg2GGS 
[6133] QUOTE,ojovZ9YLZM,MPD 
[6134] COMMIT_SELL,CqOb5G0hB4 
[6135] CANCEL_SET_BUY,BqhMWgFe1n,WMG 
[6136] COMMIT_BUY,w69hSQMdyy 
[6137] QUOTE,sYJRWa0Mih,MAO 
[6138] QUOTE,jzi5Fg2GGS,JZV 
[6139] CANCEL_SELL,jzi5Fg2GGS 
[6140] SELL,LwNQpkd8mr,RGP,167.06 
[6141] SET_SELL_TRIGGER,jzi5Fg2GGS,OOP,135.38 
[6142] DISPLAY_SUMMARY,xFrzsBbeiS 
[6143] CANCEL_SELL,jzi5Fg2GGS 
[6144] COMMIT_BUY,kul4JJSoHc 
[6145] COMMIT_SELL,LwNQpkd8mr 
[6146] COMMIT_BUY,umhaEY4lil 
[6147] BUY,xFrzsBbeiS,HLU,482.09 
[6148] COMMIT_BUY,LwNQpkd8mr 
[6149] CANCEL_SET_BUY,BqhMWgFe1n,MPD 
[6150] CANCEL_BUY,BqhMWgFe1n 
[6151] DISPLAY_SUMMARY,LwNQpkd8mr 
[6152] COMMIT_BUY,xFrzsBbeiS 
[6153] CANCEL_BUY,kul4JJSoHc 
[6154] QUOTE,BqhMWgFe1n,ZQG 
[6155] SET_BUY_TRIGGER,BqhMWgFe1n,FPH,4.25 
[6156] COMMIT_BUY,CqOb5G0hB4 
[6157] COMMIT_BUY,LwNQpkd8mr 
[6158] CANCEL_SET_BUY,sYJRWa0Mih,GAM 
[6159] QUOTE,BqhMWgFe1n,CMO 
[6160] SET_SELL_TRIGGER,ojovZ9YLZM,WKQ,91.98 
[6161] DISPLAY_SUMMARY,LwNQpkd8mr 
[6162] ADD,BqhMWgFe1n,73208.12 
[6163] CANCEL_SET_SELL,BqhMWgFe1n,ACY 
[6164] SELL,w69hSQMdyy,THF,241.69 
[6165] CANCEL_BUY,BqhMWgFe1n 
[6166] SET_SELL_AMOUNT,kul4JJSoHc,EZK,166.85 
[6167] CANCEL_BUY,ojovZ9YLZM 
[6168] BUY,xFrzsBbeiS,UJD,608.46 
[6169] COMMIT_BUY,LwNQpkd8mr 
[6170] SET_SELL_TRIGGER,kul4JJSoHc,EZK,61.35 
[6171] QUOTE,ojovZ9YLZM,XRS 
[6172] COMMIT_SELL,w69hSQMdyy 
[6173] COMMIT_BUY,xFrzsBbeiS 
[6174] ADD,umhaEY4lil,65511.04 
[6175] COMMIT_SELL,sYJRWa0Mih 
[6176] ADD,xFrzsBbeiS,73837.74 
[6177] COMMIT_BUY,kul4JJSoHc 
[6178] ADD,jzi5Fg2GGS,67137.62 
[6179] SET_BUY_TRIGGER,kul4JJSoHc,THF,87.81 
[6180] QUOTE,ojovZ9YLZM,JIK 
[6181] QUOTE,BqhMWgFe1n,GAM 
[6182] CANCEL_BUY,w69hSQMdyy 
[6183] BUY,ojovZ9YLZM,IHA,594.16 
[6184] COMMIT_SELL,CqOb5G0hB4 
[6185] QUOTE,jzi5Fg2GGS,NZO 
[6186] SET_SELL_AMOUNT,sYJRWa0Mih,EZK,120.70 
[6187] BUY,umhaEY4lil,JIS,650.28 
[6188] SET_SELL_TRIGGER,sYJRWa0Mih,EZK,51.35 
[6189] SELL,LwNQpkd8mr,XZF,451.88 
[6190] SET_BUY_TRIGGER,w69hSQMdyy,IHA,51.06 
[6191] COMMIT_BUY,ojovZ9YLZM 
[6192] ADD,sYJRWa0Mih,68814.09 
[6193] CANCEL_SELL,jzi5Fg2GGS 
[6194] CANCEL_SET_BUY,jzi5Fg2GGS,EWK 
[6195] CANCEL_BUY,LwNQpkd8mr 
[6196] CANCEL_SELL,BqhMWgFe1n 
[6197] BUY,kul4JJSoHc,MAO,542.84 
[6198] DISPLAY_SUMMARY,jzi5Fg2GGS 
[6199] CANCEL_BUY,BqhMWgFe1n 
[6200] BUY,BqhMWgFe1n,WPJ,597.32 
[6201] CANCEL_BUY,jzi5Fg2GGS 
[6202] SET_SELL_TRIGGER,BqhMWgFe1n,MPD,103.87 
[6203] COMMIT_BUY,kul4JJSoHc 
[6204] CANCEL_BUY,w69hSQMdyy 
[6205] BUY,sYJRWa0Mih,NZO,225.08 
[6206] QUOTE,CqOb5G0hB4,JGF 
[6207] SET_BUY_AMOUNT,ojovZ9YLZM,GJT,296.73 
[6208] SET_SELL_TRIGGER,xFrzsBbeiS,NZO,52.64 
[6209] CANCEL_SET_SELL,LwNQpkd8mr,ACY 
[6210] ADD,LwNQpkd8mr,80497.77 
[6211] QUOTE,kul4JJSoHc,CDQ 
[6212] DISPLAY_SUMMARY,ojovZ9YLZM 
[6213] BUY,ojovZ9YLZM,GAM,67.38 
[6214] COMMIT_SELL,umhaEY4lil 
[6215] CANCEL_BUY,xFrzsBbeiS 
[6216] DISPLAY_SUMMARY,jzi5Fg2GGS 
[6217] SET_SELL_TRIGGER,w69hSQMdyy,MGF,27.10 
[6218] ADD,umhaEY4lil,58051.90 
[6219] ADD,umhaEY4lil,57980.75 
[6220] ADD,BqhMWgFe1n,69886.02 
[6221] SELL,CqOb5G0hB4,PXL,600.52 
[6222] DISPLAY_SUMMARY,LwNQpkd8mr 
[6223] SET_BUY_AMOUNT,jzi5Fg2GGS,GJT,617.66 
[6224] SELL,w69hSQMdyy,EZK,651.51 
[6225] QUOTE,umhaEY4lil,GJT 
[6226] QUOTE,BqhMWgFe1n,FPH 
[6227] CANCEL_SET_SELL,umhaEY4lil,XAG 
[6228] SET_BUY_TRIGGER,jzi5Fg2GGS,PXL,252.86 
[6229] CANCEL_SET_BUY,jzi5Fg2GGS,AUJ 
[6230] COMMIT_SELL,CqOb5G0hB4 
[6231] BUY,sYJRWa0Mih,BUK,603.64 
[6232] QUOTE,LwNQpkd8mr,RGP 
[6233] QUOTE,CqOb5G0hB4,AUJ 
[6234] SELL,BqhMWgFe1n,YGD,425.02 
[6235] CANCEL_BUY,sYJRWa0Mih 
[6236] SELL,xFrzsBbeiS,BKM,188.80 
[6237] COMMIT_SELL,umhaEY4lil 
[6238] CANCEL_SELL,sYJRWa0Mih 
[6239] DISPLAY_SUMMARY,CqOb5G0hB4 
[6240] DISPLAY_SUMMARY,xFrzsBbeiS 
[6241] COMMIT_SELL,w69hSQMdyy 
[6242] COMMIT_SELL,jzi5Fg2GGS 
[6243] SELL,sYJRWa0Mih,JGF,142.82 
[6244] COMMIT_SELL,sYJRWa0Mih 
[6245] SELL,w69hSQMdyy,XZF,229.65 
[6246] CANCEL_SET_BUY,LwNQpkd8mr,RGP 
[6247] CANCEL_SELL,BqhMWgFe1n 
[6248] SET_BUY_AMOUNT,jzi5Fg2GGS,IHA,423.14 
[6249] SELL,BqhMWgFe1n,GAM,672.44 
[6250] QUOTE,kul4JJSoHc,QLE 
[6251] SET_SELL_AMOUNT,sYJRWa0Mih,OOP,34.55 
[6252] COMMIT_SELL,BqhMWgFe1n 
[6253] SET_BUY_TRIGGER,umhaEY4lil,QRQ,146.10 
[6254] SET_SELL_TRIGGER,sYJRWa0Mih,OOP,27.70 
[6255] COMMIT_BUY,ojovZ9YLZM 
[6256] CANCEL_SET_BUY,xFrzsBbeiS,RGP 
[6257] COMMIT_SELL,w69hSQMdyy 
[6258] DISPLAY_SUMMARY,ojovZ9YLZM 
[6259] COMMIT_SELL,LwNQpkd8mr 
[6260] CANCEL_BUY,xFrzsBbeiS 
[6261] ADD,LwNQpkd8mr,59097.84 
[6262] BUY,kul4JJSoHc,GAM,17.10 
[6263] COMMIT_SELL,BqhMWgFe1n 
[6264] COMMIT_SELL,BqhMWgFe1n 
[6265] SET_BUY_TRIGGER,jzi5Fg2GGS,HWU,16.41 
[6266] SET_BUY_AMOUNT,umhaEY4lil,OWG,137.44 
[6267] SET_SELL_AMOUNT,kul4JJSoHc,GJT,50.71 
[6268] BUY,LwNQpkd8mr,HWU,256.74 
[6269] ADD,w69hSQMdyy,47636.48 
[6270] BUY,xFrzsBbeiS,XZF,235.89 
[6271] CANCEL_BUY,LwNQpkd8mr 
[6272] CANCEL_SET_BUY,BqhMWgFe1n,QLE 
[6273] SET_SELL_TRIGGER,kul4JJSoHc,GJT,21.36 
[6274] QUOTE,w69hSQMdyy,GAM 
[6275] BUY,w69hSQMdyy,JIS,740.16 
[6276] BUY,sYJRWa0Mih,QDS,310.98 
[6277] BUY,CqOb5G0hB4,WPJ,463.63 
[6278] CANCEL_SET_BUY,xFrzsBbeiS,UTF 
[6279] SELL,xFrzsBbeiS,JEM,395.90 
[6280] COMMIT_BUY,kul4JJSoHc 
[6281] DISPLAY_SUMMARY,LwNQpkd8mr 
[6282] COMMIT_BUY,CqOb5G0hB4 
[6283] BUY,CqOb5G0hB4,EZK,61.30 
[6284] CANCEL_BUY,CqOb5G0hB4 
[6285] SELL,BqhMWgFe1n,CAK,601.71 
[6286] SET_BUY_TRIGGER,ojovZ9YLZM,GAM,32.38 
[6287] COMMIT_SELL,BqhMWgFe1n 
[6288] SET_SELL_AMOUNT,jzi5Fg2GGS,UJD,449.80 
[6289] SET_BUY_TRIGGER,CqOb5G0hB4,JEM,130.15 
[6290] COMMIT_BUY,w69hSQMdyy 
[6291] SELL,w69hSQMdyy,QLE,299.39 
[6292] QUOTE,BqhMWgFe1n,GPV 
[6293] COMMIT_BUY,LwNQpkd8mr 
[6294] COMMIT_SELL,xFrzsBbeiS 
[6295] SET_SELL_TRIGGER,kul4JJSoHc,VZP,172.70 
[6296] COMMIT_BUY,ojovZ9YLZM 
[6297] COMMIT_SELL,ojovZ9YLZM 
[6298] BUY,LwNQpkd8mr,RGP,343.49 
[6299] CANCEL_SELL,w69hSQMdyy 
[6300] COMMIT_BUY,LwNQpkd8mr 
[6301] CANCEL_SET_SELL,jzi5Fg2GGS,UJD 
[6302] SET_SELL_TRIGGER,LwNQpkd8mr,EWK,186.39 
[6303] QUOTE,w69hSQMdyy,CMO 
[6304] ADD,ojovZ9YLZM,83055.02 
[6305] DISPLAY_SUMMARY,LwNQpkd8mr 
[6306] SET_BUY_TRIGGER,LwNQpkd8mr,MAO,124.37 
[6307] BUY,xFrzsBbeiS,MAO,238.61 
[6308] QUOTE,ojovZ9YLZM,FPH 
[6309] SELL,jzi5Fg2GGS,CAK,47.52 
[6310] SELL,umhaEY4lil,AME,136.23 
[6311] COMMIT_SELL,umhaEY4lil 
[6312] BUY,umhaEY4lil,ACY,68.45 
[6313] SET_BUY_TRIGGER,kul4JJSoHc,IHA,2.98 
[6314] CANCEL_SELL,BqhMWgFe1n 
[6315] CANCEL_BUY,umhaEY4lil 
[6316] SET_BUY_TRIGGER,xFrzsBbeiS,JIS,36.69 
[6317] COMMIT_SELL,w69hSQMdyy 
[6318] SET_SELL_TRIGGER,CqOb5G0hB4,BKM,68.32 
[6319] SET_SELL_AMOUNT,sYJRWa0Mih,OOP,310.47 
[6320] SELL,sYJRWa0Mih,JIK,345.98 
[6321] COMMIT_SELL,BqhMWgFe1n 
[6322] CANCEL_SELL,LwNQpkd8mr 
[6323] CANCEL_SELL,CqOb5G0hB4 
[6324] BUY,w69hSQMdyy,WPJ,444.08 
[6325] CANCEL_SET_SELL,xFrzsBbeiS,JIS 
[6326] SELL,umhaEY4lil,GJT,714.08 
[6327] ADD,ojovZ9YLZM,66014.87 
[6328] COMMIT_BUY,jzi5Fg2GGS 
[6329] CANCEL_SET_BUY,BqhMWgFe1n,QLE 
[6330] QUOTE,sYJRWa0Mih,QDS 
[6331] COMMIT_BUY,w69hSQMdyy 
[6332] COMMIT_SELL,umhaEY4lil 
[6333] BUY,jzi5Fg2GGS,VZP,182.49 
[6334] SET_SELL_TRIGGER,xFrzsBbeiS,JIK,78.96 
[6335] SET_SELL_TRIGGER,LwNQpkd8mr,CMO,45.17 
[6336] ADD,sYJRWa0Mih,46499.57 
[6337] BUY,LwNQpkd8mr,GAM,101.49 
[6338] SELL,w69hSQMdyy,UTF,23.28 
[6339] CANCEL_BUY,CqOb5G0hB4 
[6340] QUOTE,w69hSQMdyy,GPV 
[6341] SELL,BqhMWgFe1n,JZV,595.17 
[6342] COMMIT_BUY,LwNQpkd8mr 
[6343] DISPLAY_SUMMARY,kul4JJSoHc 
[6344] BUY,ojovZ9YLZM,EZK,742.85 
[6345] COMMIT_BUY,jzi5Fg2GGS 
[6346] CANCEL_SET_BUY,xFrzsBbeiS,AUJ 
[6347] SET_BUY_TRIGGER,kul4JJSoHc,HLU,176.63 
[6348] ADD,LwNQpkd8mr,64080.45 
[6349] QUOTE,sYJRWa0Mih,MAO 
[6350] COMMIT_BUY,ojovZ9YLZM 
[6351] ADD,kul4JJSoHc,67842.18 
[6352] BUY,w69hSQMdyy,NZO,698.70 
[6353] BUY,xFrzsBbeiS,NZO,610.26 
[6354] CANCEL_SET_BUY,jzi5Fg2GGS,WMG 
[6355] SELL,jzi5Fg2GGS,EZK,448.57 
[6356] CANCEL_SELL,ojovZ9YLZM 
[6357] SET_BUY_AMOUNT,w69hSQMdyy,FPH,727.31 
[6358] SET_SELL_AMOUNT,xFrzsBbeiS,JZV,443.30 
[6359] SET_BUY_TRIGGER,ojovZ9YLZM,JIS,92.97 
[6360] QUOTE,kul4JJSoHc,FCT 
[6361] SET_BUY_TRIGGER,w69hSQMdyy,GAM,230.99 
[6362] CANCEL_SET_SELL,kul4JJSoHc,GAM 
[6363] COMMIT_BUY,umhaEY4lil 
[6364] CANCEL_SET_SELL,ojovZ9YLZM,XRS 
[6365] COMMIT_SELL,sYJRWa0Mih 
[6366] QUOTE,BqhMWgFe1n,WMG 
[6367] CANCEL_SELL,jzi5Fg2GGS 
[6368] CANCEL_SET_SELL,xFrzsBbeiS,JZV 
[6369] ADD,sYJRWa0Mih,34986.29 
[6370] CANCEL_SELL,BqhMWgFe1n 
[6371] DISPLAY_SUMMARY,w69hSQMdyy 
[6372] ADD,xFrzsBbeiS,49636.91 
[6373] CANCEL_SET_SELL,CqOb5G0hB4,JGF 
[6374] QUOTE,LwNQpkd8mr,CAK 
[6375] ADD,kul4JJSoHc,42764.67 
[6376] COMMIT_SELL,BqhMWgFe1n 
[6377] BUY,sYJRWa0Mih,JGF,457.13 
[6378] CANCEL_SET_BUY,ojovZ9YLZM,YGD 
[6379] CANCEL_SELL,ojovZ9YLZM 
[6380] SELL,ojovZ9YLZM,OWG,187.04 
[6381] BUY,xFrzsBbeiS,CDQ,270.58 
[6382] COMMIT_BUY,jzi5Fg2GGS 
[6383] COMMIT_BUY,sYJRWa0Mih 
[6384] CANCEL_SET_BUY,w69hSQMdyy,GAM 
[6385] CANCEL_SELL,w69hSQMdyy 
[6386] BUY,LwNQpkd8mr,GJT,247.14 
[6387] ADD,w69hSQMdyy,86626.33 
[6388] SET_SELL_TRIGGER,umhaEY4lil,AME,91.54 
[6389] COMMIT_BUY,w69hSQMdyy 
[6390] BUY,sYJRWa0Mih,HWU,176.98 
[6391] QUOTE,kul4JJSoHc,VZP 
[6392] COMMIT_SELL,CqOb5G0hB4 
[6393] BUY,kul4JJSoHc,VNG,375.89 
[6394] COMMIT_BUY,sYJRWa0Mih 
[6395] CANCEL_BUY,kul4JJSoHc 
[6396] ADD,sYJRWa0Mih,67868.28 
[6397] COMMIT_SELL,ojovZ9YLZM 
[6398] CANCEL_SET_SELL,BqhMWgFe1n,QRQ 
[6399] COMMIT_BUY,ojovZ9YLZM 
[6400] CANCEL_SET_BUY,BqhMWgFe1n,GJT 
[6401] COMMIT_SELL,BqhMWgFe1n 
[6402] SET_SELL_AMOUNT,w69hSQMdyy,JHH,476.26 
[6403] COMMIT_SELL,CqOb5G0hB4 
[6404] CANCEL_SELL,sYJRWa0Mih 
[6405] ADD,BqhMWgFe1n,86691.35 
[6406] ADD,CqOb5G0hB4,78388.96 
[6407] SET_BUY_AMOUNT,sYJRWa0Mih,JHH,655.40 
[6408] SELL,kul4JJSoHc,CAK,492.65 
[6409] CANCEL_SET_BUY,umhaEY4lil,CDQ 
[6410] SET_SELL_TRIGGER,w69hSQMdyy,JHH,379.65 
[6411] CANCEL_SET_SELL,CqOb5G0hB4,THF 
[6412] SET_SELL_TRIGGER,BqhMWgFe1n,MGF,10.74 
[6413] SELL,w69hSQMdyy,JHH,517.32 
[6414] BUY,umhaEY4lil,MPD,260.90 
[6415] SELL,jzi5Fg2GGS,AUJ,462.49 
[6416] SET_SELL_TRIGGER,BqhMWgFe1n,IHA,42.83 
[6417] CANCEL_SELL,umhaEY4lil 
[6418] CANCEL_SET_BUY,ojovZ9YLZM,MPD 
[6419] ADD,CqOb5G0hB4,77175.55 
[6420] COMMIT_SELL,kul4JJSoHc 
[6421] BUY,ojovZ9YLZM,MGF,107.14 
[6422] COMMIT_BUY,umhaEY4lil 
[6423] COMMIT_SELL,kul4JJSoHc 
[6424] DISPLAY_SUMMARY,sYJRWa0Mih 
[6425] COMMIT_BUY,LwNQpkd8mr 
[6426] CANCEL_BUY,kul4JJSoHc 
[6427] COMMIT_BUY,xFrzsBbeiS 
[6428] ADD,kul4JJSoHc,59809.23 
[6429] SELL,BqhMWgFe1n,RGP,237.13 
[6430] CANCEL_BUY,umhaEY4lil 
[6431] BUY,kul4JJSoHc,WKQ,659.57 
[6432] SET_SELL_TRIGGER,xFrzsBbeiS,MGF,175.21 
[6433] ADD,xFrzsBbeiS,74274.50 
[6434] DISPLAY_SUMMARY,sYJRWa0Mih 
[6435] CANCEL_SELL,w69hSQMdyy 
[6436] DISPLAY_SUMMARY,LwNQpkd8mr 
[6437] ADD,umhaEY4lil,50005.97 
[6438] SET_SELL_AMOUNT,BqhMWgFe1n,VNG,244.77 
[6439] QUOTE,LwNQpkd8mr,OWG 
[6440] COMMIT_BUY,LwNQpkd8mr 
[6441] DISPLAY_SUMMARY,kul4JJSoHc 
[6442] COMMIT_BUY,ojovZ9YLZM 
[6443] DISPLAY_SUMMARY,LwNQpkd8mr 
[6444] CANCEL_SET_SELL,BqhMWgFe1n,VNG 
[6445] QUOTE,xFrzsBbeiS,NZO 
[6446] COMMIT_BUY,umhaEY4lil 
[6447] QUOTE,BqhMWgFe1n,ZQG 
[6448] BUY,CqOb5G0hB4,XAG,714.17 
[6449] BUY,BqhMWgFe1n,GJT,71.58 
[6450] CANCEL_SET_BUY,BqhMWgFe1n,CMO 
[6451] CANCEL_SELL,umhaEY4lil 
[6452] SET_BUY_AMOUNT,jzi5Fg2GGS,VNG,240.76 
[6453] CANCEL_BUY,w69hSQMdyy 
[6454] COMMIT_BUY,sYJRWa0Mih 
[6455] CANCEL_SELL,BqhMWgFe1n 
[6456] DISPLAY_SUMMARY,kul4JJSoHc 
[6457] COMMIT_SELL,umhaEY4lil 
[6458] SELL,BqhMWgFe1n,CAK,651.67 
[6459] QUOTE,w69hSQMdyy,NZO 
[6460] BUY,jzi5Fg2GGS,MPD,240.20 
[6461] COMMIT_BUY,CqOb5G0hB4 
[6462] COMMIT_BUY,jzi5Fg2GGS 
[6463] SET_SELL_TRIGGER,ojovZ9YLZM,OOP,62.08 
[6464] CANCEL_BUY,kul4JJSoHc 
[6465] SET_SELL_TRIGGER,BqhMWgFe1n,HLU,123.74 
