[1] ADD,lLn3fa1FIk,75576.00 
[57647] COMMIT_BUY,VEusTtq5S7 
[57648] SET_SELL_TRIGGER,TViJpUe5JR,VTY,21.37 
[57649] CANCEL_SELL,8IA1PUK3hd 
[57650] SET_SELL_TRIGGER,LtO7mQU2OX,JQO,295.99 
[57651] DISPLAY_SUMMARY,LAu7ZpcWWv 
[57652] CANCEL_SET_BUY,YBTGw9v3Cl,SEI 
[57653] COMMIT_BUY,g3Xh0OB6vf 
[57654] COMMIT_BUY,pIkIgs3Y8E 
[57655] CANCEL_SET_SELL,e6JAmPjBmb,MUN 
[57656] SET_SELL_TRIGGER,kMcjEkmbDd,WZM,6.75 
[57657] SET_BUY_TRIGGER,9RCeWXbzj9,SUS,47.34 
[57658] BUY,VEusTtq5S7,VTY,449.53 
[57659] CANCEL_BUY,e6JAmPjBmb 
[57660] SET_BUY_AMOUNT,vmBnGlfW5S,GYF,210.44 
[57661] SET_BUY_TRIGGER,qE6dGnwk51,PZE,185.73 
[57662] SET_BUY_AMOUNT,nV1jqGc3b6,ZYR,424.85 
[57663] ADD,uzApK6tlMI,55505.71 
[57664] BUY,akVcdarOA3,EDW,464.73 
[57665] SET_SELL_TRIGGER,xka9Jdr7ac,JRJ,379.52 
[57666] SET_SELL_AMOUNT,q0Qp5MF3CI,VTY,599.38 
[57667] SET_SELL_TRIGGER,LtO7mQU2OX,UFX,51.19 
[57668] SET_SELL_AMOUNT,Z5Z6RJO7ho,PTP,471.31 
[57669] DISPLAY_SUMMARY,4vBuSX8YYJ 
[57670] QUOTE,VEusTtq5S7,WTD 
[57671] QUOTE,D6zA2CRl22,ETJ 
[57672] ADD,t56BLlGu3K,53778.47 
[57673] SET_BUY_TRIGGER,AnPcs8yTdQ,JRY,22.43 
[57674] SELL,69DAEr1YIe,JQO,536.36 
[57675] SET_SELL_TRIGGER,HBb0dWvkmH,PCK,26.56 
[57676] QUOTE,CetaglZj6n,LMB 
[57677] SET_BUY_TRIGGER,nV1jqGc3b6,ZRJ,409.17 
[57678] ADD,vRUafgIjuV,89898.19 
[57679] SET_BUY_TRIGGER,mR1GL8In4q,LLE,172.17 
[57680] CANCEL_SET_BUY,qE6dGnwk51,OZT 
[57681] SET_SELL_TRIGGER,YBTGw9v3Cl,IZU,70.57 
[57682] SET_BUY_AMOUNT,LAu7ZpcWWv,KES,318.26 
[57683] SET_BUY_TRIGGER,HBbyhPrKJi,GED,47.01 
[57684] SET_BUY_TRIGGER,HBbyhPrKJi,GTB,36.35 
[57685] QUOTE,wYQUhjq8PE,QUT 
[57686] SET_BUY_TRIGGER,KnTBc3qwcr,FVS,50.68 
[57687] ADD,UuEeoiTzyl,63715.83 
[57688] SELL,nV1jqGc3b6,JZJ,206.58 
[57689] QUOTE,ugupCCzmJf,FSD 
[57690] ADD,oAd3QaqYgz,74823.48 
[57691] SET_BUY_TRIGGER,v2iT5RAbiA,TUO,126.90 
[57692] DISPLAY_SUMMARY,gou39c5KlQ 
[57693] QUOTE,WUsol6wtDm,BFL 
[57694] SET_SELL_TRIGGER,Z5Z6RJO7ho,PTP,341.87 
[57695] SET_BUY_TRIGGER,vmBnGlfW5S,UDM,105.68 
[57696] CANCEL_BUY,1uGQw5a691 
[57697] QUOTE,CetaglZj6n,KPP 
[57698] SELL,4vBuSX8YYJ,XXQ,593.80 
[57699] DISPLAY_SUMMARY,HPxIuj9S6A 
[57700] SET_SELL_TRIGGER,HBb0dWvkmH,GUW,55.80 
[57701] SET_SELL_AMOUNT,6bw5h7oAdg,SSF,630.32 
[57702] DISPLAY_SUMMARY,2xvOQRaMMK 
[57703] BUY,kryOHlcACM,OFP,30.79 
[57704] COMMIT_BUY,akVcdarOA3 
[57705] DISPLAY_SUMMARY,3mEsf51UBo 
[57706] SET_BUY_AMOUNT,CetaglZj6n,RUN,642.27 
[57707] DISPLAY_SUMMARY,n9qniWnHrs 
[57708] BUY,XeYo2ezKey,BFL,254.49 
[57709] BUY,HPxIuj9S6A,CNN,319.66 
[57710] BUY,etWfSg2zBt,TKV,87.86 
[57711] DISPLAY_SUMMARY,etWfSg2zBt 
[57712] CANCEL_BUY,AwEXQhdKGW 
[57713] SET_SELL_AMOUNT,U4jQmk30QS,QAX,392.06 
[57714] SELL,km22Ao7dfo,UBJ,48.63 
[57715] SET_BUY_AMOUNT,1uGQw5a691,UTV,635.55 
[57716] COMMIT_BUY,Rq5xFLYt6l 
[57717] BUY,e7Zw0RBCl6,OPN,740.29 
[57718] ADD,ooUBBK63Qe,67660.11 
[57719] DISPLAY_SUMMARY,AwEXQhdKGW 
[57720] SET_BUY_TRIGGER,CetaglZj6n,NEV,635.23 
[57721] BUY,JZJCffUI5S,RGM,174.95 
[57722] SET_SELL_TRIGGER,U4jQmk30QS,QAX,240.01 
[57723] BUY,NmnabmB6tO,CBK,542.92 
[57724] SET_SELL_AMOUNT,D6zA2CRl22,XLK,431.20 
[57725] ADD,xETyPXWhj9,88592.47 
[57726] BUY,k5RWRveCOY,YPW,591.44 
[57727] SET_SELL_TRIGGER,D6zA2CRl22,XLK,289.90 
[57728] ADD,mR1GL8In4q,68664.61 
[57729] COMMIT_SELL,hQaIWhluU7 
[57730] SET_SELL_AMOUNT,hBEPbg75Qp,KES,310.61 
[57731] SET_BUY_AMOUNT,e6JAmPjBmb,QAX,10.45 
[57732] QUOTE,xRR8b3q6bp,VNN 
[57733] CANCEL_SELL,nV1jqGc3b6 
[57734] DISPLAY_SUMMARY,NcGvD9d4mj 
[57735] SET_SELL_TRIGGER,6bw5h7oAdg,SSF,257.39 
[57736] QUOTE,n4E566ZogW,EVR 
[57737] COMMIT_BUY,TRCadzjH8F 
[57738] SET_SELL_TRIGGER,NcGvD9d4mj,HVE,152.74 
[57739] SELL,7UUhSRHInh,QJZ,343.58 
[57740] COMMIT_BUY,BOvGL2MRxg 
[57741] SET_BUY_TRIGGER,eGGeSBtfEQ,MQP,7.80 
[57742] BUY,HBb0dWvkmH,RQS,139.84 
[57743] ADD,eGGeSBtfEQ,48210.72 
[57744] SELL,v2iT5RAbiA,RUN,565.08 
[57745] SET_SELL_TRIGGER,ZVyQqBS4Yw,MUN,39.52 
[57746] BUY,ugupCCzmJf,PBX,569.60 
[57747] SET_BUY_AMOUNT,TViJpUe5JR,PTP,23.13 
[57748] BUY,8pCSyzEP5L,PHZ,116.53 
[57749] SET_SELL_TRIGGER,hBEPbg75Qp,KES,67.39 
[57750] SET_BUY_TRIGGER,e6JAmPjBmb,DKV,2.72 
[57751] ADD,AwEXQhdKGW,82136.78 
[57752] DISPLAY_SUMMARY,HGsodwsfKO 
[57753] SET_BUY_TRIGGER,vRUafgIjuV,ALG,48.01 
[57754] COMMIT_BUY,7UUhSRHInh 
[57755] QUOTE,nV1jqGc3b6,PRJ 
[57756] DISPLAY_SUMMARY,9Z89FNPK7B 
[57757] SET_BUY_TRIGGER,x8GMbOCXJX,KCA,150.73 
[57758] ADD,8IA1PUK3hd,55294.93 
[57759] QUOTE,mR1GL8In4q,SFR 
[57760] QUOTE,hrINHOrbWw,QNW 
[57761] CANCEL_BUY,p876fU7BEx 
[57762] BUY,UUcfl1X3U9,JXW,337.91 
[57763] COMMIT_BUY,dALWhJa374 
[57764] DISPLAY_SUMMARY,XeYo2ezKey 
[57765] QUOTE,8IA1PUK3hd,JXR 
[57766] ADD,v2iT5RAbiA,37613.52 
[57767] BUY,wYQUhjq8PE,XFW,510.43 
[57768] COMMIT_BUY,kESyNMCJeA 
[57769] COMMIT_BUY,k5RWRveCOY 
[57770] SET_SELL_TRIGGER,QXEQWDUSMg,JZJ,66.48 
[57771] ADD,akVcdarOA3,61995.05 
[57772] DISPLAY_SUMMARY,CetaglZj6n 
[57773] SET_SELL_TRIGGER,D6zA2CRl22,DIX,112.52 
[57774] QUOTE,VEusTtq5S7,IPH 
[57775] ADD,e6JAmPjBmb,83911.36 
[57776] ADD,x8GMbOCXJX,57008.74 
[57777] DISPLAY_SUMMARY,vRUafgIjuV 
[57778] ADD,g3Xh0OB6vf,68928.91 
[57779] COMMIT_BUY,8pCSyzEP5L 
[57780] SET_SELL_TRIGGER,q0Qp5MF3CI,VTY,49.12 
[57781] DISPLAY_SUMMARY,hBEPbg75Qp 
[57782] BUY,etWfSg2zBt,SPT,673.07 
[57783] SET_BUY_TRIGGER,TViJpUe5JR,OZW,0.69 
[57784] DISPLAY_SUMMARY,ZVyQqBS4Yw 
[57785] DISPLAY_SUMMARY,8xgyjkdphP 
[57786] COMMIT_BUY,UUcfl1X3U9 
[57787] BUY,0oVAF91nA3,FVA,585.95 
[57788] DISPLAY_SUMMARY,8xgyjkdphP 
[57789] QUOTE,XwKSBoZ6lO,VJV 
[57790] SET_BUY_AMOUNT,uzApK6tlMI,NHG,70.56 
[57791] SET_SELL_TRIGGER,CetaglZj6n,QID,144.79 
[57792] ADD,3mEsf51UBo,63794.29 
[57793] BUY,t56BLlGu3K,XCL,86.62 
[57794] CANCEL_SELL,69DAEr1YIe 
[57795] SET_BUY_TRIGGER,uzApK6tlMI,VMK,26.60 
[57796] ADD,XeYo2ezKey,79367.31 
[57797] QUOTE,UUcfl1X3U9,LPS 
[57798] COMMIT_BUY,unNg5XYq8A 
[57799] ADD,Z5Z6RJO7ho,81435.64 
[57800] COMMIT_BUY,xRR8b3q6bp 
[57801] SET_BUY_AMOUNT,ZVyQqBS4Yw,ZTI,37.10 
[57802] SET_BUY_TRIGGER,mR1GL8In4q,FYR,29.10 
[57803] BUY,xgci4T0tkO,UIE,260.22 
[57804] COMMIT_BUY,OO6PWyjuYk 
[57805] QUOTE,oAd3QaqYgz,WQC 
[57806] QUOTE,LtO7mQU2OX,WOJ 
[57807] BUY,AnPcs8yTdQ,BTA,496.30 
[57808] QUOTE,LtO7mQU2OX,CDF 
[57809] ADD,LX1FeVjg6k,70417.98 
[57810] SET_BUY_TRIGGER,LAu7ZpcWWv,UBJ,31.26 
[57811] SET_SELL_TRIGGER,D6zA2CRl22,FCM,146.07 
[57812] CANCEL_SET_BUY,v2iT5RAbiA,WSR 
[57813] ADD,9RCeWXbzj9,65726.20 
[57814] SET_SELL_TRIGGER,hQaIWhluU7,DXL,34.59 
[57815] CANCEL_SELL,XwKSBoZ6lO 
[57816] COMMIT_BUY,lLn3fa1FIk 
[57817] COMMIT_BUY,t56BLlGu3K 
[57818] ADD,unNg5XYq8A,86344.12 
[57819] CANCEL_SET_BUY,ZVyQqBS4Yw,GYT 
[57820] QUOTE,VEusTtq5S7,PDB 
[57821] QUOTE,hQaIWhluU7,NVX 
[57822] QUOTE,NcGvD9d4mj,HYX 
[57823] DISPLAY_SUMMARY,KnTBc3qwcr 
[57824] CANCEL_SET_SELL,kryOHlcACM,JVT 
[57825] BUY,g3Xh0OB6vf,NHB,640.59 
[57826] QUOTE,ooUBBK63Qe,FPV 
[57827] COMMIT_SELL,km22Ao7dfo 
[57828] SET_SELL_AMOUNT,kESyNMCJeA,CEC,656.26 
[57829] SET_SELL_TRIGGER,kESyNMCJeA,CEC,615.71 
[57830] SELL,e6JAmPjBmb,OEY,28.10 
[57831] ADD,Rq5xFLYt6l,93117.83 
[57832] COMMIT_BUY,g3Xh0OB6vf 
[57833] COMMIT_BUY,e7Zw0RBCl6 
[57834] CANCEL_BUY,wYQUhjq8PE 
[57835] ADD,kcrL7pVjFP,65635.23 
[57836] BUY,xETyPXWhj9,MQH,680.90 
[57837] SET_BUY_TRIGGER,TViJpUe5JR,NUV,193.78 
[57838] COMMIT_BUY,2xvOQRaMMK 
[57839] ADD,uWX4TGhR6O,71849.08 
[57840] DISPLAY_SUMMARY,AnPcs8yTdQ 
[57841] DISPLAY_SUMMARY,CetaglZj6n 
[57842] SELL,dALWhJa374,RUN,396.15 
[57843] BUY,uWX4TGhR6O,WGV,52.35 
[57844] DISPLAY_SUMMARY,7UUhSRHInh 
[57845] SET_BUY_TRIGGER,hPnf9OsmbW,VKB,14.10 
[57846] QUOTE,xgci4T0tkO,FIY 
[57847] BUY,Rq5xFLYt6l,AUX,600.14 
[57848] CANCEL_SET_BUY,NcGvD9d4mj,AHO 
[57849] ADD,NcGvD9d4mj,86386.85 
[57850] ADD,BOvGL2MRxg,79326.89 
[57851] DISPLAY_SUMMARY,UuEeoiTzyl 
[57852] SELL,7UUhSRHInh,ZTI,189.99 
[57853] SET_SELL_AMOUNT,8pCSyzEP5L,ZAN,50.33 
[57854] SET_BUY_TRIGGER,x8GMbOCXJX,PFK,93.70 
[57855] DISPLAY_SUMMARY,hPnf9OsmbW 
[57856] QUOTE,F3iruDCI8F,JXW 
[57857] DISPLAY_SUMMARY,n4E566ZogW 
[57858] BUY,oAd3QaqYgz,VEE,424.90 
[57859] SET_BUY_TRIGGER,1uGQw5a691,GAL,297.30 
[57860] QUOTE,p876fU7BEx,HMR 
[57861] COMMIT_SELL,y5IWeezXEN 
[57862] QUOTE,3mEsf51UBo,JFJ 
[57863] SET_SELL_TRIGGER,HBb0dWvkmH,BMQ,179.88 
[57864] QUOTE,REUXfFUthD,DKV 
[57865] SET_SELL_AMOUNT,OO6PWyjuYk,QGE,281.48 
[57866] SET_SELL_AMOUNT,qE6dGnwk51,GYF,376.66 
[57867] BUY,q0Qp5MF3CI,IZS,7.87 
[57868] QUOTE,q0Qp5MF3CI,VVV 
[57869] SET_BUY_TRIGGER,xka9Jdr7ac,ELQ,47.64 
[57870] COMMIT_SELL,dALWhJa374 
[57871] SET_BUY_AMOUNT,uzApK6tlMI,NHG,570.92 
[57872] ADD,D6zA2CRl22,98622.67 
[57873] SET_BUY_AMOUNT,LAu7ZpcWWv,KDA,385.76 
[57874] BUY,vmBnGlfW5S,WQE,609.95 
[57875] SELL,y5IWeezXEN,RGH,615.55 
[57876] SET_BUY_AMOUNT,NcGvD9d4mj,FDI,534.64 
[57877] SET_BUY_TRIGGER,xKgBJKhIlx,OPN,404.75 
[57878] DISPLAY_SUMMARY,REUXfFUthD 
[57879] DISPLAY_SUMMARY,FOsYiQU5Qk 
[57880] DISPLAY_SUMMARY,9Z89FNPK7B 
[57881] ADD,x8GMbOCXJX,60319.81 
[57882] SET_BUY_TRIGGER,HGsodwsfKO,VKP,58.82 
[57883] SELL,xka9Jdr7ac,YJK,608.04 
[57884] SET_BUY_AMOUNT,FLeNlw500v,PTP,460.56 
[57885] CANCEL_SET_SELL,TRCadzjH8F,XXP 
[57886] SET_SELL_TRIGGER,qE6dGnwk51,GYF,201.88 
[57887] CANCEL_SET_SELL,e6JAmPjBmb,YVS 
[57888] COMMIT_BUY,vmBnGlfW5S 
[57889] BUY,x8GMbOCXJX,QID,215.23 
[57890] SET_BUY_TRIGGER,NcGvD9d4mj,KMV,348.77 
[57891] BUY,e7Zw0RBCl6,RQF,446.57 
[57892] SET_SELL_TRIGGER,nV1jqGc3b6,XLK,23.76 
[57893] SELL,xKgBJKhIlx,BYA,560.79 
[57894] BUY,6bw5h7oAdg,YWC,374.54 
[57895] SET_BUY_AMOUNT,AnPcs8yTdQ,GYF,90.10 
[57896] CANCEL_SET_SELL,F3iruDCI8F,MAX 
[57897] SET_BUY_AMOUNT,pIkIgs3Y8E,SSF,455.82 
[57898] QUOTE,eGGeSBtfEQ,BFL 
[57899] ADD,NmnabmB6tO,53227.59 
[57900] BUY,7Jo2brvLiF,BTP,654.83 
[57901] CANCEL_SET_SELL,uWX4TGhR6O,QID 
[57902] BUY,AwEXQhdKGW,LVT,306.36 
[57903] DISPLAY_SUMMARY,2GizxWZj6J 
[57904] ADD,WUsol6wtDm,41500.47 
[57905] CANCEL_BUY,FjKEXA3hdZ 
[57906] SET_BUY_AMOUNT,y5IWeezXEN,SUS,358.15 
[57907] DISPLAY_SUMMARY,kryOHlcACM 
[57908] COMMIT_BUY,etWfSg2zBt 
[57909] QUOTE,9Z89FNPK7B,QOQ 
[57910] SELL,xRR8b3q6bp,BCQ,517.86 
[57911] ADD,7Jo2brvLiF,67613.85 
[57912] QUOTE,NmnabmB6tO,QVA 
[57913] CANCEL_SELL,HPxIuj9S6A 
[57914] COMMIT_SELL,7UUhSRHInh 
[57915] CANCEL_SELL,xRR8b3q6bp 
[57916] SET_BUY_TRIGGER,8xgyjkdphP,HPN,99.42 
[57917] ADD,etWfSg2zBt,63011.14 
[57918] BUY,q0Qp5MF3CI,URD,604.62 
[57919] BUY,D6zA2CRl22,QOQ,205.70 
[57920] SET_SELL_TRIGGER,REUXfFUthD,YAV,25.84 
[57921] DISPLAY_SUMMARY,XwKSBoZ6lO 
[57922] SET_BUY_TRIGGER,n9qniWnHrs,POI,161.44 
[57923] DISPLAY_SUMMARY,uWX4TGhR6O 
[57924] BUY,kcrL7pVjFP,KMZ,17.94 
[57925] QUOTE,9RCeWXbzj9,KJD 
[57926] SET_SELL_AMOUNT,Rq5xFLYt6l,GYF,549.33 
[57927] DISPLAY_SUMMARY,hrINHOrbWw 
[57928] ADD,aMMzTGXVGg,81359.88 
[57929] ADD,kcrL7pVjFP,55981.90 
[57930] BUY,LtO7mQU2OX,ELQ,692.16 
[57931] CANCEL_BUY,3mEsf51UBo 
[57932] SET_BUY_AMOUNT,n9qniWnHrs,JZJ,466.07 
[57933] SET_BUY_TRIGGER,LAu7ZpcWWv,YIU,365.20 
[57934] COMMIT_SELL,xKgBJKhIlx 
[57935] COMMIT_BUY,x8GMbOCXJX 
[57936] SET_BUY_TRIGGER,vRUafgIjuV,YOG,137.31 
[57937] QUOTE,Rq5xFLYt6l,RRZ 
[57938] QUOTE,Rq5xFLYt6l,AUT 
[57939] QUOTE,FOsYiQU5Qk,MWB 
[57940] QUOTE,F0mQHf8fev,XOP 
[57941] BUY,LX1FeVjg6k,JKX,581.56 
[57942] QUOTE,NcGvD9d4mj,BPP 
[57943] QUOTE,8IA1PUK3hd,JQO 
[57944] QUOTE,NcGvD9d4mj,WTD 
[57945] BUY,t56BLlGu3K,ETJ,218.35 
[57946] SET_BUY_AMOUNT,ooUBBK63Qe,FQP,199.37 
[57947] CANCEL_SET_SELL,UuEeoiTzyl,IOY 
[57948] CANCEL_BUY,xETyPXWhj9 
[57949] BUY,WUsol6wtDm,ERF,388.55 
[57950] DISPLAY_SUMMARY,cehNQrvm7R 
[57951] COMMIT_BUY,LtO7mQU2OX 
[57952] CANCEL_SELL,WUsol6wtDm 
[57953] QUOTE,etWfSg2zBt,RYU 
[57954] SET_BUY_TRIGGER,hPnf9OsmbW,FLD,94.96 
[57955] COMMIT_BUY,t56BLlGu3K 
[57956] DISPLAY_SUMMARY,n4E566ZogW 
[57957] CANCEL_SET_SELL,g3Xh0OB6vf,SQI 
[57958] DISPLAY_SUMMARY,9RCeWXbzj9 
[57959] SELL,69DAEr1YIe,KES,634.79 
[57960] SET_BUY_TRIGGER,UuEeoiTzyl,QUT,75.70 
[57961] BUY,2xvOQRaMMK,NZS,54.95 
[57962] SET_SELL_AMOUNT,wYQUhjq8PE,QAX,222.13 
[57963] SET_BUY_AMOUNT,hrINHOrbWw,QGE,174.56 
[57964] DISPLAY_SUMMARY,kMcjEkmbDd 
[57965] DISPLAY_SUMMARY,x8GMbOCXJX 
[57966] SET_BUY_TRIGGER,y5IWeezXEN,YPL,166.39 
[57967] DISPLAY_SUMMARY,3mEsf51UBo 
[57968] SET_SELL_AMOUNT,LtO7mQU2OX,NHG,28.23 
[57969] ADD,kESyNMCJeA,86948.31 
[57970] QUOTE,XeYo2ezKey,JMX 
[57971] ADD,g3Xh0OB6vf,89020.40 
[57972] DISPLAY_SUMMARY,xKgBJKhIlx 
[57973] COMMIT_SELL,28VL4WCD6l 
[57974] COMMIT_SELL,xka9Jdr7ac 
[57975] COMMIT_BUY,D6zA2CRl22 
[57976] SET_BUY_AMOUNT,TRCadzjH8F,SUS,505.70 
[57977] SET_BUY_TRIGGER,ooUBBK63Qe,UTL,22.88 
[57978] CANCEL_BUY,6bw5h7oAdg 
[57979] BUY,2GizxWZj6J,IBT,701.68 
[57980] QUOTE,D6zA2CRl22,XFA 
[57981] ADD,UuEeoiTzyl,72604.08 
[57982] SET_BUY_TRIGGER,hrINHOrbWw,CXB,57.35 
[57983] BUY,YBTGw9v3Cl,JDW,650.27 
[57984] SET_SELL_TRIGGER,8pCSyzEP5L,ZAN,36.75 
[57985] SET_BUY_AMOUNT,ugupCCzmJf,RNK,695.62 
[57986] BUY,unNg5XYq8A,SFO,559.55 
[57987] DISPLAY_SUMMARY,HPxIuj9S6A 
[57988] COMMIT_SELL,JZJCffUI5S 
[57989] BUY,NcGvD9d4mj,JYV,715.81 
[57990] QUOTE,XeYo2ezKey,IFU 
[57991] BUY,p876fU7BEx,FRB,391.38 
[57992] QUOTE,hQaIWhluU7,PHU 
[57993] BUY,NmnabmB6tO,JPP,567.82 
[57994] COMMIT_BUY,2xvOQRaMMK 
[57995] ADD,qE6dGnwk51,88087.23 
[57996] QUOTE,kryOHlcACM,SKW 
[57997] SET_BUY_TRIGGER,oAd3QaqYgz,MVD,51.55 
[57998] SET_BUY_AMOUNT,eGGeSBtfEQ,ZYR,134.41 
[57999] SET_SELL_AMOUNT,v2iT5RAbiA,AVX,191.39 
[58000] COMMIT_SELL,4vBuSX8YYJ 
[58001] CANCEL_BUY,unNg5XYq8A 
[58002] CANCEL_SET_SELL,hBEPbg75Qp,PFN 
[58003] SET_BUY_AMOUNT,kryOHlcACM,OEY,115.34 
[58004] SET_SELL_AMOUNT,XwKSBoZ6lO,AVX,126.27 
[58005] BUY,g3Xh0OB6vf,KJM,567.26 
[58006] CANCEL_SELL,g3Xh0OB6vf 
[58007] BUY,NcGvD9d4mj,FOW,434.23 
[58008] SET_BUY_TRIGGER,AnPcs8yTdQ,GAL,41.10 
[58009] BUY,WUsol6wtDm,DWK,278.80 
[58010] COMMIT_BUY,NcGvD9d4mj 
[58011] BUY,xRR8b3q6bp,JQJ,741.26 
[58012] QUOTE,km22Ao7dfo,PPW 
[58013] CANCEL_SET_SELL,x8GMbOCXJX,HPN 
[58014] ADD,U4jQmk30QS,73940.99 
[58015] SET_SELL_AMOUNT,3mEsf51UBo,GYF,137.26 
[58016] SET_BUY_TRIGGER,8pCSyzEP5L,UIE,159.34 
[58017] SELL,hrINHOrbWw,YJK,391.29 
[58018] SET_SELL_AMOUNT,TViJpUe5JR,UBJ,229.43 
[58019] DISPLAY_SUMMARY,ooUBBK63Qe 
[58020] SELL,6bw5h7oAdg,JVT,364.97 
[58021] SET_SELL_AMOUNT,xETyPXWhj9,ZAN,204.21 
[58022] SET_BUY_AMOUNT,69DAEr1YIe,LFU,96.49 
[58023] QUOTE,e6JAmPjBmb,XFA 
[58024] QUOTE,vRUafgIjuV,WGP 
[58025] COMMIT_BUY,q0Qp5MF3CI 
[58026] BUY,VEusTtq5S7,DVA,478.36 
[58027] ADD,t56BLlGu3K,90867.94 
[58028] QUOTE,FjKEXA3hdZ,QQW 
[58029] ADD,2xvOQRaMMK,62144.59 
[58030] BUY,HBb0dWvkmH,LJM,476.75 
[58031] CANCEL_SELL,vRUafgIjuV 
[58032] ADD,q0Qp5MF3CI,115827.98 
[58033] BUY,KnTBc3qwcr,ZFV,355.66 
[58034] SELL,ugupCCzmJf,MFX,561.18 
[58035] COMMIT_SELL,hrINHOrbWw 
[58036] ADD,HGsodwsfKO,59565.84 
[58037] SET_BUY_AMOUNT,F0mQHf8fev,UBJ,194.17 
[58038] SET_BUY_TRIGGER,TRCadzjH8F,NFV,77.24 
[58039] SET_BUY_TRIGGER,2GizxWZj6J,VJB,128.23 
[58040] QUOTE,UuEeoiTzyl,JXR 
[58041] ADD,g3Xh0OB6vf,64594.28 
[58042] SET_SELL_AMOUNT,hrINHOrbWw,OPN,373.35 
[58043] SET_BUY_AMOUNT,xgci4T0tkO,RUN,247.30 
[58044] DISPLAY_SUMMARY,ooUBBK63Qe 
[58045] COMMIT_BUY,VEusTtq5S7 
[58046] SET_SELL_TRIGGER,LtO7mQU2OX,NHG,8.95 
[58047] COMMIT_BUY,xRR8b3q6bp 
[58048] COMMIT_BUY,HBb0dWvkmH 
[58049] ADD,F3iruDCI8F,104702.66 
[58050] DISPLAY_SUMMARY,HBb0dWvkmH 
[58051] SET_SELL_TRIGGER,3mEsf51UBo,GYF,107.29 
[58052] COMMIT_BUY,LX1FeVjg6k 
[58053] SELL,uWX4TGhR6O,KDA,520.50 
[58054] SET_SELL_TRIGGER,cehNQrvm7R,XYV,140.40 
[58055] SET_BUY_TRIGGER,8pCSyzEP5L,IPH,3.47 
[58056] SET_SELL_TRIGGER,OO6PWyjuYk,QGE,141.76 
[58057] BUY,akVcdarOA3,FQP,456.45 
[58058] SET_BUY_TRIGGER,CetaglZj6n,FIY,145.63 
[58059] SET_SELL_AMOUNT,REUXfFUthD,AVX,246.55 
[58060] QUOTE,q0Qp5MF3CI,ASJ 
[58061] SET_SELL_AMOUNT,AnPcs8yTdQ,UBJ,660.73 
[58062] SET_BUY_TRIGGER,y5IWeezXEN,JGO,73.25 
[58063] SET_BUY_TRIGGER,eGGeSBtfEQ,PFK,120.60 
[58064] SET_BUY_AMOUNT,xRR8b3q6bp,OPN,677.35 
[58065] SELL,WUsol6wtDm,BCQ,616.12 
[58066] ADD,8IA1PUK3hd,64095.32 
[58067] SET_BUY_TRIGGER,uzApK6tlMI,LLZ,55.95 
[58068] SET_BUY_TRIGGER,8pCSyzEP5L,BLC,41.06 
[58069] COMMIT_SELL,unNg5XYq8A 
[58070] QUOTE,hPnf9OsmbW,TTY 
[58071] SET_BUY_AMOUNT,LAu7ZpcWWv,CSZ,455.66 
[58072] COMMIT_SELL,xKgBJKhIlx 
[58073] QUOTE,9RCeWXbzj9,ECI 
[58074] ADD,7UUhSRHInh,89018.85 
[58075] BUY,t56BLlGu3K,YBB,148.29 
[58076] SELL,xka9Jdr7ac,FDI,363.19 
[58077] DISPLAY_SUMMARY,eGGeSBtfEQ 
[58078] SELL,xKgBJKhIlx,UBJ,72.99 
[58079] DISPLAY_SUMMARY,D6zA2CRl22 
[58080] CANCEL_SET_BUY,xgci4T0tkO,VVV 
[58081] QUOTE,8IA1PUK3hd,MRK 
[58082] SET_BUY_AMOUNT,unNg5XYq8A,XLK,220.24 
[58083] ADD,HBbyhPrKJi,51910.33 
[58084] SELL,xgci4T0tkO,OPN,11.27 
[58085] SET_SELL_TRIGGER,3mEsf51UBo,PST,90.76 
[58086] DISPLAY_SUMMARY,3mEsf51UBo 
[58087] BUY,TViJpUe5JR,UHO,54.28 
[58088] SET_SELL_TRIGGER,wYQUhjq8PE,QAX,159.37 
[58089] CANCEL_SELL,qE6dGnwk51 
[58090] BUY,4vBuSX8YYJ,LAW,643.59 
[58091] QUOTE,FjKEXA3hdZ,TVX 
[58092] SET_SELL_TRIGGER,mR1GL8In4q,AXK,179.50 
[58093] SET_SELL_TRIGGER,vmBnGlfW5S,OEY,271.35 
[58094] QUOTE,Z5Z6RJO7ho,JFJ 
[58095] SET_BUY_TRIGGER,69DAEr1YIe,OHS,58.97 
[58096] COMMIT_BUY,YBTGw9v3Cl 
[58097] COMMIT_BUY,NmnabmB6tO 
[58098] QUOTE,F0mQHf8fev,CIP 
[58099] BUY,F0mQHf8fev,WYD,324.79 
[58100] BUY,kcrL7pVjFP,UXP,315.56 
[58101] CANCEL_SELL,mR1GL8In4q 
[58102] CANCEL_SET_SELL,q0Qp5MF3CI,HEJ 
[58103] BUY,etWfSg2zBt,PJJ,385.78 
[58104] COMMIT_BUY,4vBuSX8YYJ 
[58105] ADD,mR1GL8In4q,48814.46 
[58106] SELL,D6zA2CRl22,BYA,108.62 
[58107] SET_SELL_TRIGGER,HPxIuj9S6A,SIK,79.54 
[58108] QUOTE,g3Xh0OB6vf,RNK 
[58109] SET_SELL_TRIGGER,KnTBc3qwcr,MWJ,184.58 
